Molecule1_KEGG,Molecule2_KEGG,Morgan_Tanimoto_Similarity
C00631,C00033,0.0859
C00074,C00033,0.0903
C00022,C00033,0.3889
C00345,C00033,0.0473
C00199,C00033,0.04
C00117,C00033,0.0187
C00279,C00033,0.0559
C04442,C00033,0.0484
C00227,C00033,0.1867
C00010,C00033,0.0088
C00158,C00033,0.0673
C00451,C00033,0.0642
C00026,C00033,0.1458
C00042,C00033,0.3333
C00122,C00033,0.3256
C00149,C00033,0.1609
C00036,C00033,0.1573
C00048,C00033,0.7
C00003,C00033,0.0081
C00006,C00033,0.0077
C00020,C00033,0.0078
C00008,C00033,0.0075
C00002,C00033,0.0073
C00144,C00033,0.0074
C00035,C00033,0.0071
C00044,C00033,0.007
C00055,C00033,0.0091
C00112,C00033,0.0086
C00063,C00033,0.0083
C00105,C00033,0.0112
C00015,C00033,0.0105
C00075,C00033,0.0102
C00130,C00033,0.0079
C00575,C00033,0.0081
C00942,C00033,0.0077
C00119,C00033,0.0113
C00166,C00033,0.0749
C00352,C00033,0.0147
C03878,C00033,0.0191
C00864,C00033,0.0565
C00155,C00033,0.1728
C00037,C00033,0.5833
C00065,C00033,0.2745
C00073,C00033,0.1373
C00049,C00033,0.1474
C00169,C00033,0.0723
C00051,C00033,0.0377
C00127,C00033,0.031
C00004,C00033,0.0082
C00005,C00033,0.0079
C00016,C00033,0.006
C00043,C00033,0.0093
C00118,C00033,0.0847
C00315,C00033,0.037
C01228,C00033,0.0075
C00417,C00033,0.0787
C00024,C00033,0.0086
C00364,C00033,0.0105
C00459,C00033,0.0095
C00103,C00033,0.0149
C00446,C00033,0.0149
C01094,C00033,0.0168
C00116,C00033,0.2143
C00093,C00033,0.0631
C00152,C00033,0.125
C00135,C00033,0.0526
C00079,C00033,0.0737
C00123,C00033,0.1474
C00263,C00033,0.1918
C00097,C00033,0.2295
C00493,C00033,0.039
C00077,C00033,0.1556
C02291,C00033,0.0864
C00092,C01236,0.5778
C05345,C01236,0.4866
C00354,C01236,0.4801
C00111,C01236,0.1592
C00029,C01236,0.3155
C01159,C01236,0.2534
C00197,C01236,0.2633
C00631,C01236,0.2033
C00074,C01236,0.1606
C00022,C01236,0.0565
C00345,C01236,0.6
C00199,C01236,0.3928
C00117,C01236,0.481
C00279,C01236,0.3421
C04442,C01236,0.4523
C00227,C01236,0.1061
C00010,C01236,0.2968
C00158,C01236,0.2254
C00451,C01236,0.2257
C00026,C01236,0.104
C00042,C01236,0.0751
C00122,C01236,0.0453
C00149,C01236,0.1616
C00036,C01236,0.1075
C00048,C01236,0.0367
C00003,C01236,0.2872
C00006,C01236,0.2786
C00020,C01236,0.3082
C00008,C01236,0.3047
C00002,C01236,0.3014
C00144,C01236,0.297
C00035,C01236,0.2934
C00044,C01236,0.2913
C00055,C01236,0.3273
C00112,C01236,0.321
C00063,C01236,0.3154
C00105,C01236,0.3222
C00015,C01236,0.3181
C00075,C01236,0.3134
C00130,C01236,0.3024
C00575,C01236,0.3049
C00942,C01236,0.2962
C00119,C01236,0.3969
C00166,C01236,0.0958
C00352,C01236,0.5029
C03878,C01236,0.2999
C00864,C01236,0.1411
C00155,C01236,0.0756
C00037,C01236,0.0281
C00065,C01236,0.0589
C00073,C01236,0.0806
C00049,C01236,0.0857
C00169,C01236,0.0806
C00051,C01236,0.1469
C00127,C01236,0.1607
C00004,C01236,0.2807
C00005,C01236,0.275
C00016,C01236,0.2625
C00043,C01236,0.2899
C00118,C01236,0.1944
C00315,C01236,0.0271
C01228,C01236,0.2931
C00417,C01236,0.1193
C00024,C01236,0.294
C00364,C01236,0.2917
C00459,C01236,0.2861
C00103,C01236,0.4869
C00446,C01236,0.4869
C01094,C01236,0.4868
C00116,C01236,0.041
C00093,C01236,0.2131
C00152,C01236,0.0733
C00135,C01236,0.0975
C00079,C01236,0.0694
C00123,C01236,0.0877
C00263,C01236,0.0809
C00097,C01236,0.0558
C00493,C01236,0.2474
C00077,C01236,0.0906
C02291,C01236,0.1054
C00033,C01236,0.0287
